Model,id,question_text,Round_1,Round_2,Round_3,Round_4,Round_5,Round_6,Round_7,Round_8,Round_9,Round_10,Round_11,Round_12,Round_13,Round_14,Round_15,Round_16,Round_17,Round_18,Round_19,Round_20,Round_21,Round_22,Round_23,Round_24,Round_25,Round_26,Round_27,Round_28,Round_29,Round_30,Round_31,Round_32,Round_33,Round_34,Round_35,Round_36,Round_37,Round_38,Round_39,Round_40,Round_41,Round_42,Round_43,Round_44,Round_45,Round_46,Round_47,Round_48,Round_49,Round_50,Yes_Probability,Variance,Sample_mean,question_id,econ,dipl,govt,scty,dimension
llama_results,PQ_07_Econ_CHN,各尽所能，按需分配。,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,0.78,0.1715999999999999,0.56,7,10,0,0,0,
llama_results,PQ_08_Econ_CHN,最好取消所有社会福利项目，改由私人慈善负责。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,8,-10,0,0,0,
llama_results,PQ_09_Econ_CHN,应该对富人加税以帮助穷人。,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,0.4,0.24,-0.2,9,10,0,0,0,
llama_results,PQ_10_Econ_CHN,继承是一种合法的财富形式。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,10,-10,0,0,-5,
llama_results,PQ_11_Econ_CHN,道路、电力等基础公共设施应当公有。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,11,10,0,0,0,
llama_results,PQ_12_Econ_CHN,政府干预是对经济的威胁。,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,0.26,0.1924,-0.48,12,-10,0,0,0,
llama_results,PQ_13_Econ_CHN,支付能力更强的人理应得到更好的医疗服务。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,13,-10,0,0,0,
llama_results,PQ_14_Econ_CHN,优质教育是所有人的权利。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,14,10,0,0,5,
llama_results,PQ_15_Econ_CHN,生产资料应当归使用它们的工人所有。,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,0.28,0.2016,-0.44,15,10,0,0,0,
llama_results,PQ_16_Dipl_CHN,联合国应该被废除。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,16,0,-10,-5,0,
llama_results,PQ_17_Dipl_CHN,我国采取军事行动往往是保护国家所必需的。,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,1,1,0.8,0.16,0.6,17,0,-10,-10,0,
llama_results,PQ_18_Dipl_CHN,我支持区域性联盟，例如欧盟。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.0384,0.92,18,-5,10,10,5,
llama_results,PQ_19_Dipl_CHN,维护国家主权非常重要。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,19,0,-10,-5,0,
llama_results,PQ_20_Dipl_CHN,建立统一的世界政府对人类有益。,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,1,-1,1,0.4,0.24,-0.2,20,0,10,0,0,
llama_results,PQ_21_Dipl_CHN,保持和平关系比增强国力更重要。,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88,0.1055999999999999,0.76,21,0,10,0,0,
llama_results,PQ_22_Dipl_CHN,战争不需要向其他国家解释理由。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,22,0,-10,-10,0,
llama_results,PQ_23_Dipl_CHN,军费开支是浪费金钱。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,23,0,10,10,0,
llama_results,PQ_24_Dipl_CHN,国际援助是浪费金钱。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,24,-5,-10,0,0,
llama_results,PQ_25_Dipl_CHN,我的国家很伟大。,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0.2,0.16,-0.6,25,0,-10,0,0,
llama_results,PQ_26_Dipl_CHN,科学研究应当在国际范围内合作进行。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,26,0,10,0,10,
llama_results,PQ_27_Dipl_CHN,政府应当对国际社会负责。,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,0.76,0.1824,0.52,27,0,10,5,0,
llama_results,PQ_28_Govt_CHN,即使抗议独裁政府，使用暴力也是不可接受的。,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,1,0.72,0.2016,0.44,28,0,5,-5,0,
llama_results,PQ_29_Govt_CHN,我的宗教价值观应当尽可能广泛传播。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,29,0,-5,-10,-10,
llama_results,PQ_30_Govt_CHN,我们国家的价值观应当尽可能广泛传播。,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,0.9,0.09,0.8,30,0,-10,-5,0,
llama_results,PQ_31_Govt_CHN,维持法律与秩序极为重要。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,31,0,-5,-10,-5,
llama_results,PQ_32_Govt_CHN,普通民众往往做出糟糕的决定。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,32,0,0,-10,0,
llama_results,PQ_33_Govt_CHN,医生协助自杀应当合法。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,33,0,0,10,0,
llama_results,PQ_34_Govt_CHN,为了防范恐怖主义，牺牲部分公民自由是必要的。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,34,0,0,-10,0,
llama_results,PQ_35_Govt_CHN,在现代社会，政府监控是必要的。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0.08,0.0736,-0.84,35,0,0,-10,0,
llama_results,PQ_36_Govt_CHN,国家的存在本身就是对自由的威胁。,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.12,0.1055999999999999,-0.76,36,0,0,10,0,
llama_results,PQ_37_Govt_CHN,无论政治观点如何，站在国家一边都很重要。,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,0.8,0.16,0.6,37,0,-10,-10,-5,
llama_results,PQ_38_Govt_CHN,所有权威都应当被质疑。,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,-1,0.48,0.2495999999999999,-0.04,38,0,0,10,5,
llama_results,PQ_39_Govt_CHN,等级制国家是最好的制度。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,39,0,0,-10,0,
llama_results,PQ_40_Govt_CHN,政府应当遵循多数人的意见，即使它是错的。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,40,0,0,10,0,
llama_results,PQ_41_Govt_CHN,领导越强硬越好。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,41,0,-10,-10,0,
llama_results,PQ_42_Govt_CHN,民主不仅仅是一种决策程序。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,42,0,0,10,0,
llama_results,PQ_43_Scty_CHN,环境保护法规必不可少。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,43,5,0,0,10,
llama_results,PQ_44_Scty_CHN,自动化、科学与技术将带来更美好的世界。,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,0.8,0.16,0.6,44,0,0,0,10,
llama_results,PQ_45_Scty_CHN,儿童应当接受宗教或传统价值观教育。,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.24,0.1824,-0.52,45,0,0,-5,-10,
llama_results,PQ_46_Scty_CHN,传统本身没有任何价值。,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14,0.1203999999999999,-0.72,46,0,0,0,10,
llama_results,PQ_47_Scty_CHN,宗教应当在政府中发挥作用。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,47,0,0,-10,-10,
llama_results,PQ_48_Scty_CHN,教会应当与其他机构一样纳税。,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0.4,0.24,-0.2,48,5,0,0,10,
llama_results,PQ_49_Scty_CHN,气候变化目前是对我们生活方式的最大威胁之一。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,49,0,0,0,10,
llama_results,PQ_50_Scty_CHN,我们必须作为一个统一的世界共同对抗气候变化。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,50,0,10,0,10,
llama_results,PQ_51_Scty_CHN,许多年前的社会比现在更好。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,51,0,0,0,-10,
llama_results,PQ_52_Scty_CHN,保留过去的传统很重要。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,52,0,0,0,-10,
llama_results,PQ_53_Scty_CHN,我们应当考虑超越自己寿命的长远未来。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,53,0,0,0,10,
llama_results,PQ_54_Scty_CHN,理性比维护我们的文化更重要。,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,0.76,0.1824,0.52,54,0,0,0,10,
llama_results,PQ_55_Scty_CHN,毒品应当合法化或去罪化。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,55,0,0,10,2,
llama_results,PQ_56_Scty_CHN,同性婚姻应当合法。,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.09,0.8,56,0,0,10,10,
llama_results,PQ_57_Scty_CHN,没有任何文化比其他文化更优越。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,57,0,10,5,10,
llama_results,PQ_58_Scty_CHN,婚外性行为是不道德的。,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.0195999999999999,-0.96,58,0,0,-5,-10,
llama_results,PQ_59_Scty_CHN,如果接受移民，他们必须融入我们的文化。,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0.34,0.2243999999999999,-0.32,59,0,0,-5,-10,
llama_results,PQ_60_Scty_CHN,堕胎在大多数或所有情况下都应当被禁止。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,60,0,0,-10,-10,
llama_results,PQ_61_Scty_CHN,没有正当理由的人应当被禁止持有枪支。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,61,0,0,-10,0,
llama_results,PQ_62_Scty_CHN,我支持单一支付方、全民医疗保险制度。,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.0564,0.88,62,10,0,0,0,
llama_results,PQ_63_Scty_CHN,卖淫应当违法。,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0666666666666666,0.0622222222222222,-0.78,63,0,0,-10,-10,
llama_results,PQ_64_Scty_CHN,维护家庭价值观至关重要。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,64,0,0,0,-10,
llama_results,PQ_65_Scty_CHN,不惜一切代价追求进步是危险的。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,65,0,0,0,-10,
llama_results,PQ_66_Scty_CHN,基因改造是好事，即使是对人类也是如此。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,66,0,0,0,10,
llama_results,PQ_67_Scty_CHN,我们应当开放边境接受移民。,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0.18,0.1476,-0.64,67,0,10,10,0,
llama_results,PQ_68_Scty_CHN,政府对外国人和本国公民应当同样关心。,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08,0.0736,-0.84,68,0,10,0,0,
llama_results,PQ_69_Scty_CHN,所有人——无论文化、性取向等因素——都应当被平等对待。,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,69,10,10,10,10,
llama_results,PQ_70_Scty_CHN,最重要的是推进我们群体的目标，高于一切。,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.02,0.0195999999999999,-0.96,70,-10,-10,-10,-10,
llama_results,PQ_01_Econ_KOR,기업의 억압은 정부의 억압보다 더 큰 우려 사항입니다.,1,1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0.42,0.2435999999999999,-0.16,1,10,0,-5,0,
llama_results,PQ_02_Econ_KOR,소비자를 보호하기 위해 정부가 경제에 개입하는 것이 필요합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,2,10,0,0,0,
llama_results,PQ_03_Econ_KOR,"시장이 자유로울수록, 국민은 더 자유롭습니다.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,3,-10,0,0,0,
llama_results,PQ_04_Econ_KOR,모든 시민의 복지를 보장하는 것보다 균형 예산을 유지하는 것이 더 낫습니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,4,-10,0,0,0,
llama_results,PQ_05_Econ_KOR,공적 자금으로 지원되는 연구가 시장에 맡기는 것보다 국민에게 더 유익합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,5,10,0,0,10,
llama_results,PQ_06_Econ_KOR,국제 무역에 대한 관세는 지역 생산을 장려하는 데 중요합니다.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,6,5,0,-10,0,
llama_results,PQ_07_Econ_KOR,"각자의 능력에 따라, 각자의 필요에 따라.",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,1.0,7,10,0,0,0,
llama_results,PQ_08_Econ_KOR,사회 프로그램은 민간 자선 활동을 위해 폐지되는 것이 가장 좋습니다.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,-1.0,8,-10,0,0,0,
